2.200000	2.778420
2.200000	3.394008
1.500000	3.489705
3.200000	3.402879
2.200000	3.891767
3.200000	3.160479
2.200000	3.041804
4.300000	3.210236
2.500000	2.800424
2.500000	3.170810
4.200000	4.731280
2.500000	3.619134
4.800000	3.341894
2.700000	3.900743
4.800000	3.891197
3.200000	4.192197
4.700000	3.659746
2.500000	3.729851
3.700000	3.338720
2.500000	3.148155
3.200000	3.324597
4.500000	3.683398
3.500000	3.670596
3.300000	3.086724
4.000000	3.737580
4.300000	3.619986
3.500000	3.401299
4.300000	4.352410
3.700000	2.833034
3.200000	2.785026
3.000000	3.706768
2.200000	3.420020
3.200000	3.438364
2.200000	3.343254
3.000000	2.834921
3.500000	3.561429
3.200000	3.390124
5.000000	3.842504
4.000000	3.459119
4.300000	3.255151
3.500000	3.391871
2.200000	3.485971
5.000000	3.975242
5.000000	3.651474
3.500000	3.552950
3.200000	3.925971
3.200000	3.190459
3.200000	2.997570
3.000000	2.789985
2.500000	3.294562
2.200000	3.654009
2.200000	3.393078
2.200000	3.326860
3.000000	3.539240
4.500000	3.404792
3.200000	3.265961
3.200000	4.092326
4.000000	3.093188
2.200000	2.695836
3.200000	3.215580
2.700000	3.618762
3.200000	3.024366
4.500000	4.148165
3.200000	3.912173
4.300000	3.505399
4.500000	3.982533
3.000000	2.822238
4.500000	3.772725
3.200000	3.203862
3.500000	3.218770
5.000000	3.928894
4.000000	3.880933
3.500000	3.400332
2.200000	3.139445
2.200000	2.811724
3.200000	3.003972
3.500000	3.117155
4.300000	4.022813
2.200000	3.277109
3.200000	3.485819
3.200000	3.600133
2.500000	2.895926
3.200000	4.370907
3.500000	4.008744
3.500000	4.180277
2.200000	2.762475
3.200000	2.960991
3.200000	3.822919
2.200000	2.673171
2.200000	2.976892
3.700000	3.470461
2.200000	2.743018
5.000000	4.297151
5.000000	3.810665
2.500000	3.358581
4.300000	3.635493
3.000000	3.136633
4.300000	3.826099
2.200000	3.696030
3.700000	3.285319
2.700000	2.722177
5.000000	3.282255
5.000000	3.960416
3.500000	3.143109
3.700000	3.685600
3.200000	2.952854
5.000000	3.679410
4.200000	3.900451
4.200000	4.483188
3.700000	3.076010
3.500000	3.210418
3.200000	3.592925
3.000000	3.685313
3.200000	2.920802
2.200000	2.893111
1.500000	2.720579
2.200000	2.594159
2.200000	3.022236
2.200000	3.622635
2.700000	3.355878
2.200000	3.355722
2.200000	2.918427
5.000000	4.308719
2.200000	2.930336
2.200000	3.012694
2.200000	3.195700
3.200000	4.568414
2.200000	3.421152
4.500000	4.004225
2.200000	3.037154
4.500000	3.969282
2.500000	3.380419
1.500000	3.899008
2.200000	2.739218
2.200000	3.084803
2.200000	2.741644
1.200000	2.829073
1.200000	2.841493
2.200000	3.225124
1.500000	3.515680
2.700000	3.341030
2.200000	3.031914
3.200000	3.059799
3.500000	3.805040
3.200000	3.983822
2.200000	3.171258
3.200000	4.267633
4.300000	4.197830
1.500000	3.410210
4.300000	4.201805
4.000000	3.308571
3.700000	4.275939
2.000000	3.109302
2.200000	3.111109
3.700000	3.029123
2.500000	3.214179
3.200000	3.468370
4.200000	3.076270
4.000000	3.427761
4.700000	3.720279
4.000000	3.389484
5.000000	3.721552
3.700000	4.035982
2.200000	2.938904
4.000000	3.458500
4.300000	2.920414
2.200000	2.566899
5.000000	3.478417
3.500000	3.230854
2.200000	2.917492
3.500000	3.899156
3.500000	4.087638
2.200000	2.745413
3.700000	3.502282
2.500000	2.817211
2.200000	3.568078
2.200000	2.362669
2.700000	2.584596
2.700000	4.311279
3.200000	3.532777
4.500000	4.476575
4.300000	3.607916
3.200000	3.338661
5.000000	4.482647
3.200000	2.920645
2.200000	3.363548
2.200000	2.900998
3.700000	3.444904
5.000000	3.208082
5.000000	3.734008
3.200000	3.833173
5.000000	4.364280
2.200000	3.613469
2.200000	3.289522
2.700000	3.340694
4.200000	4.365639
4.200000	3.949569
5.000000	3.761014
3.200000	3.279864
5.000000	3.967865
2.200000	3.237308
3.200000	3.188709
4.000000	3.700350
3.700000	3.739758
3.200000	3.040205
5.000000	4.303270
3.700000	3.784151
5.000000	4.111316
3.200000	4.423019
5.000000	4.107938
5.000000	3.865832
3.200000	3.791252
4.000000	3.175488
3.700000	3.592452
3.200000	4.044689
5.000000	4.453234
5.000000	4.194453
3.700000	3.846261
3.500000	3.079744
2.200000	3.084225
2.200000	3.068955
3.700000	4.300138
4.000000	3.196445
5.000000	4.488510
2.500000	3.219992
3.200000	3.084175
2.200000	4.373294
2.200000	3.336353
2.200000	3.949874
2.200000	3.662226
3.700000	3.932876
3.500000	4.538899
2.700000	3.152700
2.700000	3.599142
2.700000	3.510471
5.000000	3.527839
5.000000	3.339612
4.500000	3.186430
3.500000	3.410835
4.500000	3.539398
3.200000	3.050372
3.200000	3.644640
5.000000	3.490233
5.000000	3.312846
3.200000	3.494019
4.500000	4.037301
2.200000	2.887168
3.000000	3.652781
2.200000	3.651487
5.000000	3.430773
3.200000	3.439718
2.200000	3.485404
2.200000	3.488585
3.000000	3.090872
5.000000	3.703758
2.200000	3.385138
2.200000	3.166377
1.500000	2.981511
1.200000	3.270324
5.000000	3.397881
5.000000	4.095066
1.200000	3.329733
1.500000	2.629175
2.200000	3.182569
4.800000	3.602254
2.000000	2.910784
2.200000	3.733471
1.200000	3.124073
2.500000	3.307352
2.200000	3.220899
3.000000	3.430146
3.000000	3.362364
2.700000	3.145537
2.200000	3.160264
4.000000	3.330351
3.700000	4.011870
3.200000	3.806338
3.200000	3.340785
2.200000	3.249739
3.500000	3.436839
4.200000	3.655302
1.500000	2.673453
2.000000	2.950422
2.200000	2.910002
2.700000	3.178835
3.200000	2.715766
2.200000	2.659733
2.200000	3.174883
4.300000	3.566282
2.200000	3.313440
4.500000	3.195382
